                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     56,                 1.0353,                0.52433,                0.99231,                0.59866,                 0.6237,                0.63863,                0.42433,                 1.1878,                0.54666,                 1.0711,             0.00065091,             0.00065091,             0.00065091
                     57,                 1.0389,                0.52867,                0.98952,                 0.6449,                0.59344,                0.64015,                0.41958,                 1.1963,                0.55289,                 1.0745,             0.00063676,             0.00063676,             0.00063676
                     58,                 1.0354,                0.52737,                0.99017,                0.62165,                0.61232,                0.63814,                 0.4233,                 1.1902,                0.54847,                 1.0699,             0.00062262,             0.00062262,             0.00062262
                     59,                 1.0292,                 0.5151,                0.98038,                0.61593,                0.62016,                0.63734,                0.42417,                 1.1956,                0.54311,                 1.0787,             0.00060847,             0.00060847,             0.00060847
                     60,                 1.0246,                0.51993,                0.97976,                0.61093,                 0.6267,                0.63709,                0.42333,                  1.197,                0.55113,                 1.0732,             0.00059432,             0.00059432,             0.00059432
                     61,                 1.0161,                0.50696,                0.97903,                0.62564,                0.60704,                0.63508,                0.42032,                 1.1972,                0.55432,                 1.0729,             0.00058017,             0.00058017,             0.00058017
                     62,                 1.0232,                0.51146,                0.97539,                0.63169,                0.60485,                0.63667,                0.42139,                 1.1975,                0.54786,                 1.0734,             0.00056603,             0.00056603,             0.00056603
                     63,                 1.0123,                  0.509,                0.97146,                0.63498,                0.59855,                0.63473,                0.42039,                 1.2011,                0.55009,                 1.0767,             0.00055188,             0.00055188,             0.00055188
                     64,                 1.0078,                0.50112,                0.97034,                0.63057,                0.59762,                  0.633,                0.42004,                 1.2018,                 0.5533,                 1.0795,             0.00053773,             0.00053773,             0.00053773
                     65,                0.99924,                0.49486,                0.97219,                0.62624,                0.60009,                0.63435,                0.41964,                 1.2058,                0.55568,                 1.0784,             0.00052359,             0.00052359,             0.00052359
                     66,                 1.0001,                0.49352,                0.97158,                0.64743,                0.61473,                0.63816,                0.42245,                 1.1986,                0.55296,                 1.0722,             0.00050944,             0.00050944,             0.00050944
                     67,                0.99181,                0.49082,                0.96722,                0.61124,                0.61678,                 0.6352,                0.42096,                 1.1959,                0.55375,                 1.0795,             0.00049529,             0.00049529,             0.00049529
                     68,                0.99682,                0.49171,                0.96578,                0.63095,                0.62038,                0.63851,                0.42402,                 1.1978,                0.55511,                 1.0768,             0.00048114,             0.00048114,             0.00048114
                     69,                 0.9908,                0.49224,                0.96904,                0.60965,                0.63338,                0.63667,                0.42362,                 1.1984,                0.54946,                 1.0797,               0.000467,               0.000467,               0.000467
                     70,                 0.9865,                0.47655,                0.96712,                0.62497,                0.59429,                 0.6352,                0.42045,                 1.2007,                0.55042,                 1.0829,             0.00045285,             0.00045285,             0.00045285
                     71,                0.97771,                0.48197,                0.96562,                0.61906,                0.64126,                0.63973,                0.42421,                 1.1984,                0.54875,                 1.0792,              0.0004387,              0.0004387,              0.0004387
                     72,                 0.9655,                0.47326,                0.96198,                0.62753,                0.62828,                0.63899,                0.42294,                 1.1983,                 0.5464,                 1.0791,             0.00042456,             0.00042456,             0.00042456
                     73,                 0.9759,                0.47959,                0.96383,                0.62795,                0.60405,                0.63642,                0.42308,                 1.1963,                0.54995,                 1.0768,             0.00041041,             0.00041041,             0.00041041
                     74,                0.97159,                0.47779,                0.95982,                0.62587,                0.61254,                0.63671,                0.42152,                 1.1988,                0.54905,                 1.0806,             0.00039626,             0.00039626,             0.00039626
                     75,                0.95499,                0.46777,                0.95537,                0.63796,                0.60172,                0.63616,                0.42326,                 1.2033,                0.55571,                 1.0814,             0.00038211,             0.00038211,             0.00038211
                     76,                0.95471,                 0.4693,                0.95679,                0.64063,                0.62423,                0.63866,                0.42575,                 1.1936,                0.54433,                 1.0794,             0.00036797,             0.00036797,             0.00036797
                     77,                 0.9547,                0.46311,                 0.9554,                0.61832,                0.61902,                0.63761,                0.42555,                 1.1988,                0.54641,                 1.0832,             0.00035382,             0.00035382,             0.00035382
                     78,                0.94777,                0.45895,                0.95461,                0.63148,                0.61477,                0.63755,                0.42522,                 1.1975,                0.54781,                 1.0859,             0.00033967,             0.00033967,             0.00033967
                     79,                0.94741,                0.46405,                0.94813,                0.61511,                0.62645,                0.63856,                 0.4239,                 1.1974,                0.54918,                 1.0851,             0.00032553,             0.00032553,             0.00032553
                     80,                0.93464,                0.45335,                0.94891,                0.62835,                0.60756,                0.63818,                0.42462,                 1.2022,                0.54903,                 1.0851,             0.00031138,             0.00031138,             0.00031138
                     81,                0.93894,                0.45133,                0.94607,                0.63651,                0.60371,                0.63805,                0.42443,                 1.1936,                0.54687,                 1.0796,             0.00029723,             0.00029723,             0.00029723
                     82,                0.93279,                0.45301,                0.94548,                0.63692,                0.60423,                0.63522,                0.42217,                 1.2064,                0.54979,                  1.084,             0.00028308,             0.00028308,             0.00028308
                     83,                0.93753,                0.44858,                0.94496,                0.63113,                0.60338,                0.63525,                0.42297,                 1.2017,                0.54865,                 1.0843,             0.00026894,             0.00026894,             0.00026894
                     84,                0.92388,                0.44915,                0.94164,                0.61761,                0.61462,                0.63728,                0.42326,                 1.2064,                0.54981,                 1.0872,             0.00025479,             0.00025479,             0.00025479
                     85,                0.91903,                0.44706,                0.94216,                0.63065,                0.60469,                0.63533,                0.42168,                  1.207,                0.55056,                 1.0882,             0.00024064,             0.00024064,             0.00024064
                     86,                0.92179,                0.44586,                0.94091,                0.63866,                0.59773,                0.63537,                0.42246,                 1.2037,                0.54673,                 1.0874,              0.0002265,              0.0002265,              0.0002265
                     87,                0.90896,                0.43771,                0.94025,                0.63904,                0.59775,                0.63633,                0.42223,                 1.2024,                 0.5476,                 1.0889,             0.00021235,             0.00021235,             0.00021235
                     88,                 0.9073,                0.43754,                0.94317,                0.63513,                0.60157,                0.63559,                0.42246,                  1.207,                0.54743,                 1.0895,              0.0001982,              0.0001982,              0.0001982
                     89,                0.91112,                 0.4357,                0.93994,                0.66812,                0.60054,                0.63702,                0.42362,                 1.2047,                0.54767,                 1.0866,             0.00018406,             0.00018406,             0.00018406
                     90,                0.90686,                0.43319,                0.93678,                0.65762,                0.60252,                0.63661,                0.42412,                 1.2038,                0.54925,                 1.0859,             0.00016991,             0.00016991,             0.00016991
                     91,                0.89729,                0.38308,                0.93464,                0.63328,                0.62353,                0.63703,                0.42245,                 1.2033,                0.54801,                 1.0892,             0.00015576,             0.00015576,             0.00015576
                     92,                0.88843,                0.37693,                0.93036,                  0.634,                0.62787,                0.63705,                0.42325,                 1.1988,                0.55164,                 1.0904,             0.00014161,             0.00014161,             0.00014161
                     93,                0.87676,                 0.3741,                0.93072,                0.66675,                0.61577,                0.63684,                0.42412,                 1.1993,                0.55358,                 1.0916,             0.00012747,             0.00012747,             0.00012747
                     94,                0.87897,                  0.371,                 0.9293,                0.66089,                0.61286,                0.63738,                0.42505,                 1.1979,                0.55277,                 1.0904,             0.00011332,             0.00011332,             0.00011332
                     95,                0.86676,                 0.3685,                0.92591,                0.65744,                0.62091,                0.63858,                0.42573,                 1.1992,                0.55264,                 1.0912,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.86292,                0.36453,                0.92387,                0.63601,                0.63027,                0.63809,                0.42504,                 1.2005,                0.55091,                 1.0936,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                 0.8545,                0.36112,                0.91818,                0.66098,                 0.6234,                0.63932,                0.42515,                 1.2009,                0.55118,                 1.0946,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.85187,                0.36034,                 0.9188,                0.68099,                0.61662,                0.63943,                0.42463,                 1.2007,                0.55134,                 1.0955,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.85638,                0.36151,                0.92236,                0.66598,                0.61869,                0.63776,                0.42476,                  1.202,                0.55345,                 1.0955,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.85044,                0.35892,                0.91618,                0.65527,                0.62685,                0.63844,                0.42532,                 1.2021,                0.55278,                 1.0944,             2.8437e-05,             2.8437e-05,             2.8437e-05
